,Gene_ID,adipose_tissue,adrenal_gland,brain,breast,colon,heart,kidney,leukocyte,liver,lung,lymph_node,ovary,prostate_gland,skeletal_muscle_tissue,testis,thyroid_gland,genebody_gc,exon_gc,intron_gc,TSS1k_gc,TSS5k_gc,micropeptide_aa_avg,exon_phastCons20way,intron_phastCons20way,TSS1k_phastCons20way,TSS1k_LINE,TSS1k_LTR,TSS1k_Satellite,TSS1k_SINE,genebody_SINE,genebody_Satellite,genebody_LTR,genebody_LINE,host_miRNAs,AKT1,APC,BRAF,CDKN2A,CTNNB1,EGFR,ERBB2,FBXW7,GNAS,H3F3A,HRAS,IDH1,KRAS,NRAS,PIK3CA,PTEN,RAC1,SF3B1,TP53,U2AF1,genebody_Gm12878H3k27ac,genebody_Gm12878H3k4me1,genebody_Gm12878H3k4me3,genebody_H1hescH3k27ac,genebody_H1hescH3k4me1,genebody_H1hescH3k4me3,genebody_K562H3k27ac,genebody_K562H3k4me1,genebody_K562H3k4me3,TSS1k_Gm12878H3k27ac,TSS1k_Gm12878H3k4me1,TSS1k_Gm12878H3k4me3,TSS1k_H1hescH3k27ac,TSS1k_H1hescH3k4me1,TSS1k_H1hescH3k4me3,TSS1k_K562H3k27ac,TSS1k_K562H3k4me1,TSS1k_K562H3k4me3,TSS5k_Gm12878H3k27ac,TSS5k_Gm12878H3k4me1,TSS5k_Gm12878H3k4me3,TSS5k_H1hescH3k27ac,TSS5k_H1hescH3k4me1,TSS5k_H1hescH3k4me3,TSS5k_K562H3k27ac,TSS5k_K562H3k4me1,TSS5k_K562H3k4me3,cancer-miRNA_targets,miRNA_targets,hbm_total_degree,hbm_cancer-protein_degree
188,ENSG00000197934,0.0,0.38,0.35625,0.11875,0.11875,0.31666700000000003,0.19,0.0678571,0.0,0.095,0.07916669999999999,0.095,0.07916669999999999,0.0,0.19,0.095,0.38210775660809293,0.38917317532992207,0.38195514964660704,0.385,0.39299999999999996,71.0,0.18427518285714303,0.122244,0.125251,0,2,0,0,33,0,31,41,0,0.140731,0.451276,0.210256,0.036512800000000005,0.348674,-0.10616400000000001,0.270636,0.5448430000000001,0.32766100000000004,0.26726700000000003,0.568684,-0.23129,0.224372,0.0861828,0.08761820000000001,0.0452535,0.29229299999999997,0.558621,-0.210101,0.44337,1.22064,1.55256,1.91405,2.65212,2.32271,1.35206,1.45966,1.23942,1.6832200000000002,0.925,2.58583,2.92928,1.6520400000000002,1.04219,5.0438,21.4838,1.3237,1.55102,1.58818,1.23766,1.30811,4.8093699999999995,2.0013799999999997,1.55556,2.30269,11.0556,2.10848,0,0,65,1
189,ENSG00000197989,1.1875,7.6,1.1875,1.1875,0.95,1.10833,1.9,0.610714,1.10833,5.7,6.33333,3.8,2.375,0.95,0.95,1.9,0.510346378767431,0.5090316849274501,0.514499532273152,0.447,0.4939,85.0,0.0759798666666667,0.06255525,0.11586700000000001,0,0,0,0,3,0,0,0,0,0.276043,-0.403353,0.0757249,0.580046,0.47666000000000003,-0.0860549,0.27712,0.0403286,0.180746,0.15801500000000002,-0.103118,0.0903728,0.187085,0.056422400000000004,-0.26416799999999996,-0.275766,0.279472,0.738341,0.347929,0.791514,21.8023,5.18982,49.2502,8.29925,7.32136,29.980999999999998,51.9178,15.2967,72.2747,6.870360000000001,4.383380000000001,3.1189999999999998,4.7343,9.75268,5.26586,19.0566,9.304089999999999,8.70688,4.90715,11.1219,10.2065,3.8969199999999997,3.5104,3.96474,42.0724,11.4992,59.9715,20,22,95,0
190,ENSG00000198106,0.11875,1.9,0.475,0.2375,0.11875,0.31666700000000003,0.19,0.678571,0.31666700000000003,0.095,0.2375,0.665,0.2375,0.095,0.19,0.19,0.504258817420974,0.536529680365297,0.50221497771877,0.6445,0.5841,0.0,0.5898402909090911,0.06815319,0.030024000000000002,0,0,0,1,30,0,4,13,0,0.127328,0.364347,-0.17310899999999999,0.0380031,-0.0185465,-0.19228299999999998,-0.326398,0.16816099999999998,-0.20312,0.0645894,-0.22272199999999998,0.13936700000000002,0.48960699999999996,0.425713,-0.274185,0.10534400000000001,-0.186949,0.22181599999999999,0.346704,0.330106,3.7845699999999995,4.93854,2.74737,3.28942,3.4216900000000003,1.3931200000000001,2.69612,4.1414,2.25487,1.94737,5.8029,9.234,51.1543,11.6465,10.7459,4.4370400000000005,8.52778,8.92262,8.84468,18.8509,9.1717,15.8657,9.830630000000001,18.3795,3.4773400000000003,9.39667,3.19794,0,0,82,0
191,ENSG00000198221,0.0,0.19,0.475,0.35625,0.0,0.0,0.38,0.0,0.158333,0.095,0.158333,0.285,0.2375,0.0,0.475,0.57,0.518348623853211,0.5393734123624051,0.413135593220339,0.3735,0.4879,0.0,0.13560524,0.20332087666666698,0.0666615,0,0,0,1,1,0,0,0,0,-0.167429,0.18978699999999998,0.416522,0.327594,0.333624,0.36680799999999997,0.271389,0.223821,-0.00298994,-0.0681214,0.191638,0.100163,0.059182000000000005,0.161065,-0.240671,-0.0254332,0.162324,0.374766,0.136243,0.469602,1.82844,5.31875,14.9379,9.17779,6.9025,23.3196,18.5259,18.428,62.0154,0.925,2.56655,1.9291900000000002,1.6482400000000001,5.44475,1.0538,9.92014,4.12556,1.40855,1.3966,13.4243,8.76941,1.79686,1.54272,2.7755,36.602,7.0843,19.8222,4,4,31,2
192,ENSG00000198358,0.475,1.9,1.1875,0.59375,0.59375,0.633333,0.76,0.135714,0.158333,0.285,0.395833,0.76,0.395833,0.19,0.57,0.38,0.462252262573032,0.512640449438202,0.45522777705260403,0.5435,0.4779,0.0,0.11265241666666699,0.09858426,0.140725,0,0,0,0,6,0,2,1,0,0.33160700000000004,0.418545,0.20827199999999998,0.0437039,0.5280239999999999,-0.00590406,0.255728,0.471034,0.275609,-0.00369004,0.657565,0.045689099999999996,0.45494799999999996,0.166913,0.0810921,0.185103,0.446166,0.494838,-0.00738008,0.508891,1.22939,1.21471,1.8206,2.02952,2.07611,1.39681,1.60266,4.9201,2.24384,1.9096799999999998,2.8571400000000002,1.34851,1.36314,1.28377,0.986667,1.23169,1.04348,1.12121,1.38794,2.0144900000000003,1.4736799999999999,1.12121,1.2903200000000001,1.05627,1.15625,1.24547,1.26,0,0,168,0
193,ENSG00000198468,0.95,1.9,0.59375,0.95,0.475,0.791667,0.95,1.35714,0.31666700000000003,0.475,0.791667,0.76,0.475,0.19,0.855,0.76,0.458786156161177,0.4612152553329021,0.456182888811915,0.39899999999999997,0.4236,0.0,0.0568504333333333,0.08609889999999999,0.081627,1,0,0,1,3,0,0,1,0,0.202382,0.28174299999999997,0.13511700000000001,0.0967985,0.269836,-0.10831099999999999,-0.0430911,0.36594499999999996,-0.22074699999999997,0.34570300000000004,0.164691,0.17482,0.405351,0.720871,0.374364,0.64123,-0.0889568,0.31283099999999997,0.533392,0.246464,7.47709,4.24659,12.0943,4.58474,5.85141,8.50348,13.1519,7.029560000000001,15.0726,1.48,3.49451,1.43226,1.50136,1.79053,0.925,1.55116,1.3207,1.8395700000000001,1.47,1.65372,2.22923,1.3442100000000001,1.12732,1.66667,1.6777900000000001,1.9073200000000001,1.27728,0,0,219,10
194,ENSG00000198491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158333,0.0,0.0,0.0,0.471252371916509,0.552729992520568,0.443554538520214,0.4505,0.4598,0.0,0.27599554,0.07210319999999999,0.263302,0,0,0,0,2,0,3,4,0,-0.14065,-0.285569,0.0,0.36596100000000004,-0.196184,0.140234,0.140442,-0.395289,-0.14002799999999999,0.0280469,-0.0280469,0.25205,-0.168406,-0.364879,-0.0856052,-0.252236,-0.08407869999999999,-0.196184,0.08414060000000001,-0.168905,1.4163,1.9566,1.76082,3.04865,3.19708,1.6706599999999998,1.58233,2.0133900000000002,1.8113299999999999,0.48,3.84004,0.905172,1.10017,2.05017,3.1165599999999998,1.8313099999999998,1.18591,1.1838600000000001,1.40955,1.51795,1.76853,6.81625,1.81818,1.91304,1.26789,1.53611,1.35184,0,0,339,2
195,ENSG00000198547,0.11875,0.19,0.475,0.2375,0.11875,0.0,0.095,0.0678571,0.0,0.0,0.07916669999999999,0.19,0.07916669999999999,0.0,0.19,0.095,0.5034759990541501,0.553191489361702,0.496694792282474,0.5005,0.5384,0.0,0.0657803366666667,0.05068078,0.049472,1,0,0,0,25,0,2,12,0,0.215415,0.388771,0.628393,0.34282399999999996,0.587225,0.24386300000000002,-0.0403305,0.487242,0.06701950000000001,0.0,0.615251,0.21446199999999999,0.6052569999999999,0.413455,0.204101,0.472463,0.540277,0.28988600000000003,0.31396399999999997,0.434892,5.473330000000001,4.36562,2.38932,3.10871,3.9712199999999998,1.3202200000000002,17.1516,13.9115,7.875369999999999,1.18236,2.4464599999999996,1.4241,1.14286,61.4747,1.14307,1.2132100000000001,1.2307700000000001,1.38225,1.6388,10.7033,52.6897,1.21709,1.66862,1.91908,2.2130799999999997,1.42929,1.35876,0,0,402,1
196,ENSG00000198671,0.2375,0.95,0.0,0.11875,0.11875,0.158333,0.285,0.0678571,0.0,0.38,0.158333,0.285,0.07916669999999999,0.0,0.095,0.285,0.403060806940011,0.468809073724008,0.40110677266215294,0.4195,0.4242,0.0,0.0811734233333333,0.08672669999999999,0.10441500000000001,0,0,0,1,4,0,3,8,0,0.420389,-0.253795,0.10170900000000001,0.16977,0.6560560000000001,-0.050446,0.590645,0.0746826,0.19556099999999998,0.41098599999999996,0.00445112,-0.019259799999999997,0.136602,0.20490300000000003,0.036228699999999996,0.171983,0.257975,0.7939390000000001,0.42508199999999996,0.606107,1.1163,1.43747,1.7691599999999998,2.5089099999999998,3.0032799999999997,1.4719200000000001,1.31901,1.25016,1.64467,0.865052,3.05127,1.6938,1.21706,1.53964,1.2634100000000001,2.12625,1.0574700000000001,1.76552,1.07728,1.05158,1.3617,2.6560799999999998,1.60487,0.881309,1.48,1.34841,1.18469,0,0,54,0
197,ENSG00000203258,0.2375,0.475,0.11875,0.2375,0.475,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.158333,0.0,0.0,0.0,0.4712643678160921,0.4575971731448761,0.477853492333901,0.414,0.4203,0.0,0.09200760000000001,0.129607,0.0851265,1,0,0,1,1,0,0,2,0,0.493512,-0.021677900000000003,0.17913199999999999,0.12900999999999999,0.553153,0.19555999999999998,0.121616,-0.023021200000000002,0.05196749999999999,0.05440980000000001,0.607182,0.344875,0.5942149999999999,0.329856,0.202173,0.409743,0.520058,0.175717,0.315419,0.227152,0.925,1.30588,1.38068,3.28709,5.50815,1.1945700000000001,1.59435,1.61065,1.33333,0.8681479999999999,3.42834,1.50829,1.7290299999999998,1.5484,2.91417,2.2513799999999997,2.33488,1.3767399999999999,1.41255,1.71786,1.84305,3.14648,1.54262,1.9567700000000001,1.36366,1.6358700000000002,1.48051,0,0,21,0
198,ENSG00000203266,0.2375,0.855,0.35625,0.2375,0.2375,0.633333,0.475,0.0,0.0,0.095,0.2375,0.19,0.07916669999999999,0.0,0.475,0.285,0.5178322652549461,0.511688311688312,0.518570536828964,0.547,0.5282,91.0,0.0251089333333333,0.01401175,0.0101225,0,0,0,0,3,0,2,1,0,0.25093899999999997,0.349519,0.17288299999999998,0.026906299999999998,0.352698,0.04021040000000001,0.317684,0.608698,0.386641,0.125844,0.545074,-0.0996344,0.064086,0.153508,0.25606799999999996,0.185278,0.165188,0.578156,-0.073719,0.44843900000000003,1.17769,1.63428,1.63182,3.10184,2.10875,1.57746,1.55254,1.40019,1.42616,0.8705879999999999,3.08968,0.9384620000000001,1.0,1.59614,0.8705879999999999,1.0115100000000001,1.16505,0.8222219999999999,2.04598,1.48339,0.949391,1.2329299999999999,1.4070799999999999,1.06667,1.10911,1.12715,1.48787,0,0,43,1
199,ENSG00000203279,0.11875,0.38,0.475,0.11875,0.11875,0.31666700000000003,0.19,0.0,0.31666700000000003,0.0,0.07916669999999999,0.095,0.0,0.0,0.475,0.19,0.415188615078742,0.516129032258065,0.413014430785676,0.396,0.3841,0.0,0.039399265,0.126922166666667,0.0230759,0,0,0,0,12,0,0,11,0,0.21840700000000002,0.350046,0.120156,-0.0950625,0.163201,0.32813400000000004,-0.00746861,0.499254,0.184676,-0.201355,0.43179399999999996,0.0834021,0.05895840000000001,0.259716,-0.0227622,0.0566359,0.052164699999999994,0.191519,-0.15884700000000002,0.300158,2.0703400000000003,1.63222,2.98001,7.387389999999999,2.963,8.067910000000001,7.7763800000000005,4.62887,5.78107,5.45263,3.6962599999999997,5.07649,6.43912,7.16635,4.372730000000001,2.0613099999999998,2.4091299999999998,1.2111399999999999,8.49611,1.9869999999999999,9.90874,1.7126400000000002,7.87718,1.31721,5.78724,1.50945,3.2370099999999997,0,0,37,2
200,ENSG00000203280,0.35625,0.855,0.83125,1.06875,0.2375,0.791667,0.95,0.0678571,1.425,0.285,0.158333,0.57,0.2375,3.8,0.57,1.9,0.5016569200779729,0.54858934169279,0.496828979898957,0.498,0.4926,0.0,0.157141424,0.13731855,0.0893695,1,0,0,4,11,0,3,6,0,0.0554736,0.262805,-0.257565,-0.33012800000000003,0.100958,0.288348,0.203102,0.0979977,0.31664200000000003,-0.65413,0.12463099999999999,-0.09425639999999999,-0.364576,0.0479705,-0.45393100000000003,-0.308033,0.146647,0.00663228,-0.158555,0.13175499999999998,1.28664,2.73754,3.3167699999999996,5.51932,5.37211,7.0226,1.2722200000000001,1.85005,2.35491,1.15111,4.67333,1.4575799999999999,2.31678,1.47475,1.34545,1.35273,1.40845,1.23333,1.27,4.4286,1.6848,1.47445,0.956667,1.16405,1.22062,2.25031,1.7038400000000002,0,0,391,3
201,ENSG00000203288,0.475,0.57,1.1875,0.7125,0.35625,0.158333,0.285,0.271429,0.31666700000000003,0.285,0.7125,0.38,0.07916669999999999,0.19,0.475,0.38,0.42789663795498795,0.501314636283961,0.393816110659072,0.5605,0.4305,0.0,0.144337466666667,0.075097,0.070245,1,0,0,0,1,0,0,1,0,0.287408,0.135357,0.509239,0.504078,0.45978,0.171344,-0.323964,0.613391,0.150443,-0.07902519999999999,0.350813,0.174042,0.47819700000000004,0.436068,0.200626,0.273063,0.42066499999999996,0.39114499999999996,0.23338299999999998,0.5863619999999999,3.23558,2.8940099999999997,23.9864,3.1562099999999997,3.12177,15.5572,7.75502,4.64781,24.9999,5.13668,6.26156,6.630260000000001,9.899410000000001,11.2249,9.5285,3.84445,1.7448099999999998,5.89133,79.8092,6.46064,47.0888,6.43821,57.9408,4.7314300000000005,26.534000000000002,7.20985,26.4518,2,3,14,0
202,ENSG00000203307,0.35625,0.95,0.7125,0.35625,0.35625,0.158333,0.19,0.0678571,0.0,0.19,0.395833,0.38,0.2375,0.0,0.57,0.285,0.48738295508649393,0.508417508417508,0.485193621867882,0.5,0.4496,0.0,0.0693689333333333,0.05623685,0.092703,1,0,0,0,2,0,0,3,0,0.21884299999999998,0.164175,0.569209,0.576095,0.479678,0.0184912,-0.117778,0.6008979999999999,0.193503,0.199705,0.427517,0.110784,0.503332,0.202073,0.189636,0.24907800000000002,0.42794099999999996,0.524763,0.292901,0.586489,2.57412,5.01884,2.62665,3.19354,2.60341,1.2724,1.6724,1.4119,1.6103100000000001,1.74118,3.9102699999999997,1.43226,1.1162299999999998,2.016,1.23333,1.08175,1.16667,7.086539999999999,1.0646799999999998,2.29655,1.7165599999999999,0.8336889999999999,1.71843,1.8713,1.06766,2.18096,1.1982700000000002,0,0,97,0
203,ENSG00000203321,0.0,0.285,0.35625,0.11875,0.11875,0.0,0.095,0.0,0.0,0.665,0.07916669999999999,0.665,0.158333,0.0,0.57,0.19,0.386996260905692,0.4965229485396379,0.38514798037881104,0.5895,0.4346,0.0,0.15294402,0.17208339999999997,0.161991,0,0,0,1,17,0,5,24,0,-0.0172685,0.017530599999999997,0.6098,0.47711499999999996,0.55579,0.0247034,0.299877,0.245675,0.118103,0.352584,0.179661,-0.12258800000000002,0.26369699999999996,-0.051690599999999996,-0.233055,-0.109213,0.501184,0.534845,0.165438,0.5687810000000001,1.7943200000000001,1.52597,2.5432,2.63395,1.93628,1.56701,3.38997,1.96195,3.06617,27.0498,10.1172,18.9953,20.8702,41.9322,21.6946,8.86605,9.22633,2.79909,41.7978,1.73437,28.4439,4.04228,31.9432,3.16131,35.5881,4.18356,18.0687,0,0,199,0
204,ENSG00000203325,0.35625,2.85,0.83125,1.1875,0.2375,0.475,0.76,0.203571,0.31666700000000003,0.57,0.395833,0.95,0.2375,0.19,0.76,0.38,0.47705815709969795,0.5112179487179489,0.47602140077821004,0.4335,0.4348,0.0,0.02716438,0.1333675,0.141216,2,0,0,4,15,0,3,4,0,0.368345,0.29284,0.349078,0.34715300000000004,0.666176,0.0818584,0.218612,0.584274,0.0795288,0.0575221,0.390855,0.134021,0.371218,0.371956,-0.057773000000000005,0.102432,0.443626,0.656596,0.20354,0.743899,4.195130000000001,2.93745,5.00891,5.28861,5.2003,4.34109,6.22955,6.92495,8.97617,1.59076,3.05536,3.23,2.6266700000000003,3.6093300000000004,1.17066,1.6602700000000001,3.5924,1.7998,1.6775400000000003,2.20515,2.40046,1.6461400000000002,1.8728099999999999,4.65091,1.81907,2.36482,1.8309099999999998,0,0,799,0
205,ENSG00000203327,0.11875,0.95,0.11875,0.0,0.2375,0.158333,0.19,0.0,0.31666700000000003,0.095,0.31666700000000003,0.855,0.07916669999999999,0.0,0.285,0.095,0.37183908045977004,0.3679039301310039,0.37621359223301,0.376,0.3895,0.0,0.10858759999999999,0.16426300000000002,0.145554,2,2,0,0,0,0,0,3,0,0.273942,-0.173341,-0.166667,0.07057949999999999,0.12278199999999999,0.057735400000000006,-0.00667163,0.0946353,-0.12417,0.14285799999999998,-0.0769805,0.305991,0.234075,0.0340742,-0.23044299999999998,-0.0184913,-0.161244,0.406069,0.16284300000000002,0.320208,1.22509,1.16523,2.08034,2.14883,1.81811,1.2324700000000002,1.33112,2.26934,2.2176400000000003,1.33259,2.2490900000000003,1.55837,1.11628,1.5494700000000001,1.32541,1.2404600000000001,1.23291,1.5114299999999998,1.57019,5.32726,2.26667,1.9253,1.3913,1.7850099999999998,1.3843299999999998,1.6625599999999998,1.51807,0,0,49,0
206,ENSG00000203335,0.0,0.095,0.2375,0.0,0.11875,0.0,0.095,0.0,0.0,0.0,0.0,0.095,0.0,0.0,2.85,0.19,0.525018858436007,0.5898785425101221,0.418712674187127,0.3845,0.5471,0.0,0.0499097,0.07971929999999999,0.09009149999999999,0,0,0,0,0,1,0,0,0,-0.20419400000000001,0.33166799999999996,0.41889099999999996,-0.06866010000000002,0.25714899999999996,0.122154,0.168007,0.273821,0.211423,0.174274,0.359948,-0.217928,0.23471,0.055417499999999995,-0.0927962,0.161125,0.200186,0.28644400000000003,-0.0439756,0.241945,1.08391,1.3664,1.49336,1.7552599999999998,2.3173,1.24833,2.17703,1.51166,1.47217,0.925,1.9755599999999998,0.9009149999999999,1.36473,2.7559,0.8705879999999999,0.90728,1.31063,1.42254,1.83995,1.56681,2.4235700000000002,1.50199,1.26549,1.1764700000000001,2.2585,1.92135,1.71822,0,0,5488,11
207,ENSG00000203356,0.83125,1.9,0.95,0.83125,0.35625,0.791667,0.57,0.203571,0.31666700000000003,0.475,0.2375,0.76,0.395833,0.475,0.665,0.57,0.43572821358932107,0.442096365173288,0.435327877564034,0.474,0.4275,0.0,0.1253774,0.171234,0.15367,0,0,0,4,26,0,8,3,0,0.459661,0.49669300000000005,0.38995599999999997,0.108149,0.66298,0.14391099999999998,0.190687,0.679804,0.43183599999999994,-0.320295,0.647233,-0.00589537,0.244461,0.33825700000000003,0.0653242,0.144543,0.651181,0.34513299999999997,0.125461,0.58741,2.28798,3.27221,2.78864,1.96855,1.94363,1.18029,2.07801,3.97168,2.36213,1.34727,1.2387,0.925,1.34978,2.07681,1.01581,1.4171799999999999,1.45455,1.15678,0.869828,1.90514,1.6634799999999998,2.63253,1.24444,1.8806200000000002,1.49075,2.90536,1.5562200000000002,0,0,21,1
208,ENSG00000203362,0.2375,0.95,0.95,0.475,0.35625,0.475,0.475,0.203571,0.31666700000000003,0.95,0.395833,0.855,0.158333,0.19,0.95,0.855,0.41461857644430294,0.401010101010101,0.420905272981801,0.4575,0.42,0.0,0.04376415,0.07187489999999999,0.314423,1,0,0,2,5,0,0,2,0,0.142647,0.238067,0.45232799999999995,0.236925,0.546161,-0.0342533,0.21924699999999997,0.595955,0.278084,0.23902800000000002,0.261367,-0.251317,0.202691,0.193748,-0.12576099999999998,-0.0602711,0.402552,0.662982,-0.00893564,0.701059,1.59932,1.50145,1.71403,1.38667,1.7294,0.9696969999999999,1.88855,2.6930099999999997,2.4862599999999997,1.1756799999999998,2.17956,1.3056299999999998,1.54956,2.26448,1.41634,2.2924599999999997,2.13616,0.925,1.29092,1.53579,2.14742,1.78535,1.78037,1.40141,1.27843,1.8970900000000002,1.40473,0,0,12,0
209,ENSG00000203364,0.35625,0.095,0.11875,0.2375,0.0,0.0,0.76,0.0678571,0.0,0.0,0.07916669999999999,0.095,0.158333,0.0,0.095,0.76,0.44100197758734294,0.5,0.419150858175248,0.4515,0.4906,0.0,0.0425890116666667,0.01724955,0.0643805,0,1,0,0,0,0,0,0,0,0.0428938,0.103896,0.42948800000000004,0.256801,0.471591,0.39765900000000004,0.308077,0.09290549999999999,0.0,-0.134304,0.339886,0.259221,0.22,0.454266,0.143511,0.38537,0.23617,0.22792300000000001,0.428421,0.380306,0.925,2.5068,1.6758400000000002,2.09532,2.15924,0.871293,2.2718700000000003,1.9557400000000003,1.37741,1.16842,3.07396,1.4327299999999998,0.8888889999999999,1.9585,1.90125,2.0754,2.11815,3.78646,1.4357600000000001,3.18293,1.6552,1.6917900000000001,1.34786,1.57081,1.6064100000000001,3.11979,1.6744299999999999,0,0,58,1
210,ENSG00000203386,0.59375,0.38,0.11875,0.2375,0.0,0.0,0.285,0.0,0.158333,0.0,0.07916669999999999,0.095,0.0,0.0,0.855,0.095,0.389929730498182,0.46831955922865004,0.389784987257939,0.4195,0.4053,0.0,0.203066312222222,0.1050593375,0.069577,0,1,0,0,143,0,101,141,0,0.23678400000000002,0.0816665,0.296838,0.211137,0.366719,0.447955,-0.05986609999999999,0.354215,-0.21155900000000002,-0.195223,0.35564,0.46240699999999996,0.22111399999999998,0.588374,0.023865400000000002,0.304717,0.107369,0.0975398,0.36093600000000003,0.318984,1.28346,1.56007,1.7939,2.30653,1.82903,1.29661,1.39155,1.32483,1.52011,1.42305,2.4842400000000002,1.27586,1.51282,1.3136,0.888307,0.982301,1.17114,3.5023400000000002,1.40651,1.4516799999999999,1.81401,1.0638299999999998,1.38936,1.5855299999999999,1.1890100000000001,7.25585,2.18634,0,0,100,0
211,ENSG00000203395,0.11875,0.76,0.475,0.2375,0.11875,0.158333,0.095,0.0678571,0.0,0.19,0.07916669999999999,0.285,0.07916669999999999,0.0,0.19,0.19,0.4374285060626861,0.45127118644067804,0.43079526226734294,0.4155,0.4327,0.0,0.036382945,0.10835,0.07034349999999999,1,1,0,0,2,0,2,0,0,0.40460300000000005,0.36477,0.580743,0.332095,0.784771,0.0569952,0.244626,0.637112,0.382858,0.12361300000000001,0.46706499999999995,-0.106432,0.41333500000000006,0.28370500000000004,0.035394800000000004,0.176037,0.6908350000000001,0.667906,0.22279899999999997,0.764487,35.6462,12.3956,16.7496,2.4487200000000002,2.11511,1.35156,2.68847,5.69883,3.4611,2.99558,2.53989,2.5676,1.2396399999999999,2.15125,0.923529,1.40941,1.6594,4.33849,1.96121,3.59564,2.59102,1.7873700000000001,2.4613,1.62,1.4669299999999998,2.00576,1.88093,0,0,327,0
212,ENSG00000203402,0.2375,0.855,0.7125,0.11875,0.0,0.158333,0.095,0.135714,0.0,0.095,0.158333,0.19,0.0,0.0,0.0,0.285,0.463218390804598,0.4779874213836479,0.44529262086514004,0.4245,0.4552,0.0,0.23388825,0.04592619999999999,0.22893400000000003,0,0,0,1,0,0,0,0,0,0.341616,0.30869,0.24946300000000002,0.126229,0.5258689999999999,-0.198376,-0.0419828,0.510191,0.460451,-0.047909600000000004,0.0726129,-0.221256,0.48019799999999996,0.525896,0.0243717,0.22515900000000003,0.371774,0.60142,0.375042,0.7979470000000001,0.0,0.8475,1.3133299999999999,2.84615,1.49583,0.8,0.945,0.8222219999999999,0.0,0.8705879999999999,2.04255,0.925,0.930909,0.945,2.4281200000000003,1.59585,1.2206,1.28216,0.9,1.2562200000000001,1.14286,3.7536199999999997,1.61246,1.59579,1.26098,1.2122,0.9627690000000001,0,0,213,0
213,ENSG00000203434,0.59375,1.9,0.83125,0.95,0.83125,0.475,0.95,0.407143,0.475,0.0,0.2375,0.57,0.2375,0.0,0.475,0.665,0.34939671989018106,0.4782608695652171,0.343811246796321,0.344,0.3516,28.0,0.0367879333333333,0.05180085,0.031459,0,0,0,1,1,0,0,2,0,0.414562,0.26774699999999996,0.15641300000000002,-0.0780669,0.5403479999999999,0.313336,0.166915,0.21700300000000003,0.156807,-0.0377782,0.588154,0.187873,0.486289,0.555971,0.129626,0.444862,0.360479,0.35233600000000004,0.19777999999999998,0.394796,1.20268,1.19938,1.8006400000000002,2.2814099999999997,1.31336,1.25993,1.26,1.06936,1.3228,1.2135200000000002,1.9887700000000001,1.4866700000000002,0.98201,1.3869,1.1203,1.05714,1.32331,0.981733,1.37958,1.69143,1.71429,0.8705879999999999,0.971824,1.54056,1.29825,1.87235,1.29968,0,0,4,0
214,ENSG00000203441,0.2375,0.665,0.59375,0.7125,0.11875,0.158333,0.095,0.678571,0.633333,0.285,0.158333,0.38,0.158333,0.095,0.855,0.38,0.42986425339366496,0.4633027522935779,0.36563876651982397,0.4625,0.4525,0.0,0.05385785,0.07453960000000001,0.06315950000000001,1,0,0,2,2,0,0,0,0,0.15504500000000002,0.244004,0.393043,0.353378,0.20621,0.2108,-0.348889,0.392408,-0.304287,0.124261,-0.0613908,0.230431,0.27461199999999997,0.565508,-0.0391312,0.269034,0.056911,0.0709539,0.450446,0.256125,10.2407,10.2633,28.5306,5.25282,5.93069,13.2726,16.2966,8.60009,24.9063,19.8667,12.4757,11.3722,15.6847,30.9807,27.4298,19.8363,10.9053,8.9152,29.346,8.21841,23.4041,10.5164,28.2515,5.5583,41.5428,11.4187,36.6436,0,0,10,0
215,ENSG00000203446,0.0,0.19,0.11875,0.59375,0.0,0.0,0.19,0.0678571,0.158333,0.095,0.791667,0.285,0.07916669999999999,0.095,0.0,0.19,0.379913655987276,0.40429136081309996,0.37377328971696794,0.3545,0.3608,31.0,0.07955965,0.31248899999999996,0.130208,0,0,0,0,4,0,0,2,0,0.0672159,-0.08036669999999999,-0.134879,0.313907,0.264151,-0.0126588,0.04176130000000001,0.00899554,-0.0237933,-0.118397,-0.236794,0.135324,0.193748,0.210143,-0.376526,-0.147329,0.0870583,0.539464,0.291898,0.5620430000000001,1.14588,1.2922799999999999,2.10532,2.23317,2.4111599999999997,1.34194,1.44,2.1122400000000003,1.5681399999999999,1.08178,1.50327,1.50444,1.9648,0.84,1.48,1.15371,1.24855,1.3,1.8825,2.15279,1.1632,0.9575,0.9,1.9104,1.68213,1.58571,1.58154,0,0,33,0
